JB4870E,GL4660E,JB2851E,GL3907E,JB2669E,JB2906E,JB1996E,GL4440E,JB3189E,JB2636E,JB3067E,JB2865E,GL4080E,JB2344E,GL3736E,JB5096E,JB2665E,JB2445E,JB3426E,JB3110E,JB2024E,JB5049E,GL4627E,JB4916E,JB5043E,JB3058E,JB1995E,GL3694E,GL4415E,GL4668E,GL4431E,JB5227E,GL3542E,JB2962E,JB2361E,JB3436E,GL4254E,JB2109E,JB1866E,JB4618E,GL4472E,JB2557E,GL4064E,JB1883E,JB3197E,GL3686E,JB5017E,GL4282E,JB2070E,JB1602E,JB2341E,GL3816E,JB2091E,JB2750E,JB2907E,JB2630E,GL3529E,JB2471E,GL4590E,JB1596E,JB3020E,JB1437E,GL4366E,GL4666E,JB1245E,JB5142E,JB2373E,JB5240E,GL3934E,GL3709E,JB3012E,JB2684E,GL4300E,JB5221E,JB3329E,JB4933E,JB2651E,JB3390E,JB2446E,GL3898E,JB2620E,JB1722E,JB2260E,JB5000E,GL4530E,JB1705E,JB1905E,JB1521E,JB1914E,JB1677E,JB5294E,JB1394E,JB1603E,JB1533E,JB5273E,JB5307E
5.416904964,5.291400976,5.488182146,5.373326073,5.413683729,5.224366382,5.810553493,5.358455874,5.364514991,5.424141103,5.310558523,5.316315892,5.561938739,5.458740581,5.310711686,5.303171268,5.372214304,5.293149566,5.753911063,5.050114078,5.317196908,5.144008434,5.22069221,5.230427039,5.262482906,5.11613079,5.31036139,5.348001634,5.304917032,5.085128021,5.395699175,5.19388178,5.512599804,5.194663658,5.335169968,5.136287076,5.378847831,5.45140163,5.447049271,5.200206809,5.404438774,5.328350123,5.397766581,5.243712718,5.35514967,5.320678831,5.256487315,5.223651223,4.980338112,4.89440104,5.065813281,5.086742736,5.105499795,5.012017707,5.0158841,5.105659012,5.021817452,5.077735936,5.114846387,5.056833693,5.268131878,5.193882895,5.199396808,5.212680886,5.315448172,5.389014799,5.316123966,5.150388997,5.407231442,5.270232891,5.215743334,5.306371087,5.370720581,5.239757368,5.426916259,5.399511736,5.425841045,5.196211142,5.305111603,5.444874796,5.346350604,5.272065358,5.380091836,5.275209536,5.502703075,5.541545255,5.449486707,5.231436945,5.44302421,5.402630691,5.441962874,5.293784625,5.414618363,5.242401299,5.418773273,5.348192307
5.329657541,5.83053166,6.986553978,6.820102654,5.641430747,5.171376435,5.373619752,6.105898121,6.147484148,5.558896386,5.613348577,5.496264844,5.902178139,5.875066776,5.513007752,6.102422611,5.509199445,5.439763945,5.508360355,5.450148915,5.370601735,5.492598264,5.382658464,5.287531543,8.352873733,5.219395376,5.348378242,8.538686056,5.466796256,5.165453759,6.055891846,5.607939542,5.571691335,5.3472713,6.021511315,5.308019958,7.02718026,5.425812576,5.372602495,5.359412631,5.423556294,5.321613279,6.600052078,5.264771266,5.863723357,7.58459091,5.495266462,5.272599616,4.968453449,4.993148974,5.48654614,7.210108877,5.510731288,5.354322892,5.143200158,5.207665321,6.414001874,8.166297286,5.109012606,5.102384555,5.245040326,5.384262076,5.358490182,5.271451786,5.799835198,5.98782653,5.75387617,8.458203057,5.457325042,5.290062702,5.439610618,5.367739075,5.378105501,5.273321851,5.423269067,5.550361058,5.837964082,5.33516545,5.489710794,5.476037832,5.524856965,5.630006022,5.62334063,5.422802231,5.578306483,5.622983649,5.478992566,5.373223431,5.543148932,5.525620155,5.56255997,5.447168971,5.466079734,5.30027089,5.308457256,5.341760126
5.468597751,5.801961198,6.144219429,5.365330983,5.797162116,5.164391388,5.447814728,5.852341209,5.429456403,5.478066316,5.684325866,5.255807215,6.111388056,5.522688638,5.387102944,5.416457392,5.591821123,5.204408548,5.305024528,5.4918701,5.512607546,5.087897408,5.525103039,5.082364634,5.867336466,5.304863619,5.412527087,6.232636079,5.394878888,5.294199986,5.570401624,5.383800351,5.443872812,5.479410261,5.264789642,5.339701355,5.505179895,5.511777217,5.401660143,5.188862056,5.479322981,5.366723153,5.735904889,5.215142481,5.354791851,5.680531459,5.64453503,5.274145102,4.978001158,4.970385116,5.06520865,5.138819288,5.188983051,5.414999479,5.058089541,5.164579384,5.117653334,5.290214637,5.106077914,5.054668027,5.231656682,5.165759448,5.195487938,5.09284302,5.578845547,5.217844119,5.254645781,5.493953289,5.404513881,5.262706292,5.412589841,5.329271945,5.428176609,5.198906859,5.329748429,5.546583791,5.422333469,5.299999427,5.439628009,5.322311708,5.252499672,5.420651183,5.241495214,5.275201605,5.912691879,5.60714187,5.61815234,5.297844082,5.695226044,5.407335349,5.685866076,5.406986733,5.492080268,5.359455371,5.382002939,5.49288605
5.418581537,5.535205996,5.590888248,5.478359662,5.407826582,5.184006436,5.948251055,5.409847485,5.433559725,5.536574081,5.412557396,6.235958583,5.803222248,5.477080099,5.76801327,5.302941097,5.538814301,5.194305412,6.173388682,5.157525283,5.342435933,5.081262665,5.248318495,5.118930829,5.297114114,5.231857212,5.354475256,5.275440561,5.301982342,5.216681889,5.376868416,5.2144453,5.637071513,5.330950622,5.24143812,5.269383886,5.41277489,5.417616794,5.319522104,5.331247128,5.422948627,5.373457512,5.497819063,5.331328343,5.412545236,5.359261008,5.383892967,5.253892023,5.07478137,4.902999627,5.160549052,5.070126989,5.143585768,5.067780578,5.075882466,5.186454,5.120924978,5.133706622,5.137970087,5.063752953,5.26341355,5.201528548,5.211555598,5.092801066,5.385091474,5.297199511,5.26065915,5.205970963,5.37842908,5.254356284,5.342671224,5.232635984,5.370389176,5.274705111,5.652127068,5.459916636,5.410935215,5.229078354,5.330289465,5.487372476,5.347333243,5.333490802,5.355452947,5.18038327,5.5325687,5.52681505,5.512212141,5.307405069,5.444835693,5.431088798,5.489681617,5.40238022,5.405872622,5.286227593,5.273736301,5.280469907
5.346095756,5.38751517,5.571138735,5.424071303,5.383891275,5.202343934,5.280672323,5.326625058,5.47578583,5.706082483,5.494519872,5.432993102,5.561189128,5.540363736,5.490702832,5.333635602,5.389681608,5.231109071,5.414037362,5.165311753,5.202486296,5.102780264,5.238159677,5.156637435,5.253764414,5.163137637,5.248812031,5.278392273,5.29656301,5.105015652,5.304892224,5.237867869,5.407635735,5.320285619,5.239701897,5.1788059,5.351565583,5.397376669,5.347751184,5.225505973,5.401536787,5.341771165,5.475088202,5.199760435,5.482193151,5.36875895,5.331510008,5.268123635,4.957825383,4.975761207,5.065093458,5.042425344,5.159295314,5.053308487,5.148077166,5.135853708,5.121288805,5.208432696,5.144502138,5.058533439,5.237290873,5.190122736,5.213166642,5.071756433,5.549680659,5.317135514,5.386096888,5.34072976,5.382661299,5.307426511,5.334176295,5.3156904,5.404813526,5.27094377,5.401775483,5.377012007,5.414861312,5.195441563,5.321817878,5.528809078,5.343490098,5.321178776,5.29023426,5.267657637,5.565687875,5.545645123,5.444809,5.320207237,5.48283682,5.505790589,5.538725227,5.32358491,5.47323635,5.29129059,5.303760775,5.37318023
5.281034508,5.299525911,5.356384575,5.307662915,5.313692511,5.113779905,5.21035955,5.292096974,5.327094259,5.305733971,5.385578912,5.265233388,5.474304338,5.370954972,5.256072325,5.246491186,5.27224969,5.047311147,5.272458657,5.035786909,5.157590717,5.019808161,5.196220012,5.111223404,5.181481693,5.10783721,5.159954275,5.296511415,5.162232889,5.050851015,5.294910497,5.215377675,5.289213818,5.212538514,5.201572205,5.111625532,5.257791915,5.285320913,5.206877428,5.178264235,5.286252603,5.263445841,5.469477784,5.097188554,5.286888905,5.278674253,5.207634147,5.150130866,4.848723439,4.93390133,5.063022635,4.985905503,5.125310013,5.059547486,5.105266864,5.06953179,5.038314687,5.101055617,5.025228419,4.999713445,5.138990404,5.100135263,5.13356216,5.070336889,5.37230087,5.196688032,5.207088149,5.161390904,5.340266418,5.169292489,5.235655069,5.205236604,5.266132722,5.163817284,5.291349305,5.36049997,5.353190721,5.174290164,5.259730833,5.245705524,5.195763928,5.287489599,5.159800425,5.133726766,5.447563794,5.43054926,5.432730222,5.221087847,5.394684762,5.365671551,5.458170674,5.301257691,5.388096477,5.179433966,5.16524998,5.270783507
5.329670224,5.34978914,5.464379388,5.398331508,5.371900595,5.151873067,5.196081226,5.238601193,5.392391054,5.525330352,5.358027409,5.342051504,5.521018701,5.432022777,5.355533877,5.286184838,5.418856223,5.174292691,5.315906136,5.126603222,5.14070462,5.036632903,5.238182216,5.091633867,5.254056168,5.090421783,5.204234897,5.224709114,5.238076507,5.086898444,5.234977049,5.197271088,5.359001323,5.326988385,5.234435509,5.149612254,5.359202622,5.349604404,5.300967693,5.180240734,5.319549247,5.348636707,5.31932593,5.160574958,5.340066026,5.293978558,5.251107575,5.21893804,4.918862232,4.946988115,5.015373693,5.005497764,5.125325586,4.968130622,5.085979933,5.103329102,5.122585626,5.149317405,5.136929477,5.056687124,5.166038747,5.165773297,5.185987286,5.064105146,5.36647713,5.270055979,5.306670936,5.221828883,5.306838688,5.265751247,5.230394064,5.201827831,5.391674611,5.249474194,5.409226984,5.424878206,5.356521103,5.192818412,5.304651338,5.428604886,5.324694278,5.282479618,5.209484684,5.132585401,5.515254303,5.476291509,5.450347781,5.27173984,5.43197991,5.391029113,5.470945474,5.357116033,5.416248059,5.201210782,5.214237685,5.269286084
5.477813709,5.392258649,5.545739577,5.625329439,5.644618254,6.002899738,5.539185282,5.440399404,5.652947383,6.166877133,5.887910716,5.64720104,6.179867613,5.801968996,6.291022383,5.366904493,5.977879352,5.426686089,5.490362042,5.484337026,5.616641816,5.377715416,5.396414626,5.432834072,5.631394089,5.618873696,5.214133304,5.19684839,6.285695839,5.382961544,5.599592743,5.773995864,5.964617409,5.670335031,5.332610845,5.491567045,5.440248232,5.785376543,5.609276676,5.405948254,5.611410237,5.816094779,5.945931324,5.559966472,5.6556948,5.572170571,5.886489236,5.748692845,5.597561808,5.323549877,5.169447121,5.229482262,5.717260381,5.837150198,5.399951515,5.566426151,5.098874316,5.578149586,5.230871617,5.468589977,5.496556731,5.53568095,5.393662705,5.328093548,5.903974579,5.225856871,6.075751881,5.175320477,5.973768467,5.516026169,6.147188291,5.635056801,5.613150061,5.462635201,5.813177006,5.723374231,5.699249763,5.8019478,5.619819547,5.562132541,5.556140413,5.81138239,5.356222634,5.654770365,6.010560753,5.914628024,6.125101348,5.900461448,5.835443565,5.709874262,5.637079042,6.329374337,5.663384527,5.539332277,5.605273733,5.804242201
5.377246813,5.964617959,6.151320842,5.498904974,5.573081853,5.267945608,5.666981896,5.793268219,5.627574628,5.648779576,5.796488641,5.578487229,5.968117033,5.556784038,5.527157443,5.571990753,5.551075867,5.257538907,5.599755646,5.426452077,5.60163096,5.35138831,5.546149477,5.105085494,6.013273362,5.365066543,5.509627837,6.327637081,5.5175958,5.274514275,5.745934666,5.564382421,5.569922876,5.485851923,5.376900808,5.525266452,5.565800307,5.496654124,5.440551487,5.26794465,5.527106959,5.397051991,5.964120375,5.286208551,5.446525997,6.105875857,5.729000035,5.315651278,4.932122162,5.095211192,5.188684067,5.256231763,5.255812363,5.713158305,5.091693994,5.183190913,5.196285932,5.692263298,5.205470529,5.154800193,5.198527283,5.230823522,5.230048463,5.150665831,5.624570531,5.348857178,5.350395337,5.770996875,5.426066635,5.395842987,5.465481896,5.411340129,5.488061892,5.297212131,5.421641934,5.563964251,5.567142788,5.381197439,5.525681222,5.384866393,5.360076807,5.434145867,5.272924065,5.373421607,5.812505654,5.586391471,5.615258465,5.293566237,5.584996436,5.429152684,5.66852104,5.444001371,5.488973384,5.340929343,5.404708893,5.531731887
5.612434134,6.220051285,6.288226107,5.969902559,5.404566391,5.280875519,7.416440298,6.088866442,5.706525664,5.83698242,5.494977367,7.322157866,6.61255636,5.502643248,5.376259977,5.345328523,5.864326488,5.33497846,7.234752591,5.369364491,5.789021517,5.279902546,5.253884874,5.171395101,5.280932171,5.244756686,5.650362527,5.734258269,5.287483535,5.36349696,5.605321499,5.2636319,6.501083857,5.547338256,5.417204065,5.293813739,5.7233352,5.463386795,5.39235736,5.625699364,5.441886858,5.362038703,5.759795733,5.870809059,5.40709969,5.571093375,5.606350954,5.394326903,5.393373653,4.991685415,5.494839474,5.111761759,5.336966213,5.35846958,5.197045793,5.224864906,5.273527112,5.095149126,5.1516238,5.131428035,5.246008016,5.144268394,5.258782049,5.343455928,5.405697843,5.451169711,5.37721281,5.184343566,5.421790179,5.515082768,5.323808505,5.268796229,5.491521946,5.308046025,6.408746203,5.512038657,5.465655157,5.477320815,5.479678296,5.64106839,5.681802748,5.335152892,5.66981488,5.143183437,5.612131155,5.518995184,5.727702763,5.549559689,5.580895544,5.547981563,5.527153906,5.97118718,5.442930893,5.312866579,5.292808495,5.357530812
13.00917682,13.1537743,13.47794935,12.32153879,13.17741851,11.93379019,13.9114486,13.57524882,11.95050788,12.58254513,13.13214436,12.76539755,13.49135813,12.54339607,10.76202393,11.88365179,12.52543313,11.36675041,13.69600611,13.59297459,13.55328463,11.70719581,11.64692439,11.20605903,11.2814223,11.73807716,12.88226011,13.36574782,12.65345784,11.41729938,13.17836435,11.58107397,13.28349817,12.2746133,12.45251052,12.3464008,12.30944894,12.53834101,12.29613844,13.49701331,12.19404874,11.77807957,12.92130892,12.40424989,12.07191433,13.0435629,12.71966086,12.15866232,11.7530397,12.02063687,12.2815939,12.7659758,11.86560861,11.65622209,11.90414947,11.16039549,12.78857554,10.47309358,11.41594646,12.35319013,11.86483818,11.95611202,11.84203754,12.40623514,11.62754718,12.19054788,11.24986717,9.679898816,11.91221235,11.9146941,11.93310291,12.03595012,12.26757345,11.73641396,12.19341037,12.56597933,12.11648425,12.50506047,12.1705704,12.69240422,11.74949282,12.24976941,12.38082526,11.36205739,12.19803793,12.31129365,11.40435709,11.59275988,12.43678238,11.78118407,12.02302617,12.05537211,12.16620435,12.50672818,11.90792687,11.22914286
5.702089904,5.759778547,5.94546318,5.695920776,5.915565498,6.122451183,5.776722788,5.75808936,6.012961644,6.196601146,6.415932525,5.779812468,6.320834643,5.945459245,6.874260311,5.64737059,6.095073201,5.636398276,5.786712088,5.844763102,5.892215132,5.666693814,5.809011717,5.624161147,5.888164034,5.837486031,5.625706315,5.767381361,6.403548071,5.621225567,5.991092183,6.068954497,5.916959716,5.818009628,5.51033061,5.725689956,5.561161017,5.951641099,5.769083918,5.765093536,5.797343119,6.024231223,6.497597126,5.682528295,5.868436327,5.938443619,6.084521485,5.872935943,5.680796874,5.642856369,5.418454821,5.477917803,5.915242063,6.222596913,5.696121924,5.793426969,5.393280816,5.950115952,5.545383372,5.781352636,5.60873253,5.838570819,5.741031527,5.59153656,6.344741686,5.47178747,6.154805253,5.656562009,6.0352784,5.795035664,6.353128011,5.928189644,5.852550189,5.740868082,5.892429435,5.971225678,5.954448167,5.995166428,5.819968092,5.651344306,5.802308022,6.052712064,5.665881716,5.960655782,6.349551225,6.164434548,6.284857772,5.991103823,5.965058137,5.983452338,6.006958096,6.320480627,5.82502871,5.78741165,5.828763061,5.957018075
5.373372171,5.355674672,5.541559278,5.472320638,5.377749643,5.196589018,5.303064766,5.37645293,5.448452725,5.47377292,5.36849679,5.312642004,5.521807705,5.490055956,5.406903213,5.328669359,5.434283526,5.267190265,5.342782305,5.096228323,5.222606393,5.107136433,5.246591375,5.185103375,5.29272811,5.216529217,5.239936609,5.391352171,5.285446005,5.121611627,5.318681988,5.249237412,5.361312371,5.265381206,5.281400418,5.222334977,5.387484373,5.398769851,5.327579677,5.17943038,5.400301496,5.422140043,5.415114416,5.150404291,5.393135062,5.399264014,5.322766354,5.262827484,4.970275132,4.976571269,5.09079174,5.126532183,5.18643239,5.007324682,5.112696759,5.112083748,5.212181953,5.364763129,5.139414857,5.044185535,5.214289905,5.216382735,5.223630934,5.099731221,5.451066545,5.337700648,5.346965949,5.338637133,5.391221515,5.257166051,5.322116735,5.265575983,5.382974309,5.305604637,5.424662622,5.433665353,5.405698096,5.339848516,5.348574347,5.376642674,5.338593663,5.381262202,5.349504991,5.235546673,5.502668057,5.495849492,5.48064861,5.306667952,5.438994608,5.457799391,5.482373418,5.349636974,5.413445125,5.236305834,5.226034888,5.328603621
5.530837345,5.84890732,7.194756854,6.206348427,5.803915924,5.608002823,5.552445626,5.997248367,5.908692838,5.627736395,6.2876025,5.49036122,5.937173227,5.776874361,5.738399281,5.937173227,5.74639151,5.484866708,5.453270634,5.683313556,5.626578143,5.610689433,5.590347217,5.284521166,7.262209505,5.641289084,5.466277986,8.208176308,6.048858467,5.365649499,6.008683186,6.128814477,5.584962501,5.546192846,5.533236898,5.373826362,6.428659318,5.598768346,5.628235254,5.366127743,5.559463975,5.617977525,6.537809183,5.367252234,5.641690523,7.467782412,5.880195729,5.527121645,5.267678487,5.117168064,5.365181247,6.836922653,5.534921931,5.898670067,5.303780748,5.275041699,5.862496521,7.536886717,5.295688867,5.352955159,5.430938553,5.386440915,5.25233542,5.197333874,5.918321111,6.121865636,5.767260704,9.130660391,5.623382586,5.561105224,5.652805115,5.49912101,5.474602174,5.397102318,5.519910457,5.791692973,5.946241692,5.480408609,5.659509324,5.450461375,5.528779769,6.081466395,5.499668608,5.494700089,5.927984605,5.912471672,5.834039915,5.503733212,5.791235315,5.62188894,5.800311574,5.607330314,5.604862157,5.415037612,5.470824464,5.719030618
10.76432598,11.11966868,11.75465445,10.48189207,10.73846414,9.861122966,11.97331329,11.20183628,8.590704184,10.34015459,9.730955131,10.51636611,11.12822742,10.43717653,8.883665097,11.01051902,10.0529694,9.474721783,11.12256246,10.53156238,11.65414262,9.560987385,10.1911527,8.733268941,9.724738887,8.646928573,9.782098541,11.49637915,9.69827382,9.626579878,9.40899774,8.674027146,10.91749862,9.913379122,9.340470873,10.46511275,10.30617988,9.723698895,10.16310377,10.06755512,9.46767141,9.368838189,10.35867841,9.953005131,8.708644014,10.67041483,9.82951661,10.12142596,9.265543458,8.89162195,10.0807629,9.315677421,9.136525097,9.433367436,8.062940137,8.180818658,9.350205367,8.650549458,8.354082947,8.848250278,8.482372093,8.222976687,8.729304752,9.974526397,7.470374087,9.527070994,8.375563432,7.527122647,8.698063588,8.625409853,8.369331548,8.142757937,9.596355781,8.901706693,10.3211758,9.029010986,9.413501942,9.704957883,10.3440744,9.332514599,8.817463876,9.069391997,9.085037559,8.98744841,10.05423737,9.186202547,9.181246201,9.481013462,8.97129844,9.575629298,9.323106765,10.15718859,9.434368972,9.752605892,9.25350056,9.015478754
5.534939504,5.540757403,5.772594967,5.452908443,5.494071894,5.319372225,5.469962955,5.472222648,5.518427137,5.575578745,5.601771837,5.463348647,5.89719334,5.574852185,5.668131299,5.352976543,5.59560276,5.351567822,5.399237815,5.309776783,5.331804057,5.260165509,5.35900687,5.2493661,5.402428862,5.36731431,5.319228296,5.51305541,5.495341744,5.211075337,5.500012352,5.434098535,5.555798564,5.520275089,5.335854036,5.343093729,5.420152851,5.486042039,5.392815888,5.284381191,5.44867391,5.465052969,5.737772364,5.350634471,5.579128042,5.666822581,5.571387249,5.359324819,5.096818225,5.003347708,5.280703645,5.110020193,5.348318412,5.325791217,5.182795664,5.267049656,5.155772808,5.241885062,5.233677716,5.18997133,5.244964862,5.209258733,5.262523196,5.220408528,5.529119289,5.310756887,5.433021735,5.26716197,5.471335871,5.352915131,5.447517049,5.336416032,5.427413487,5.394311765,5.451940848,5.49039434,5.494477597,5.31895702,5.366486838,5.447021436,5.404751328,5.355435123,5.404954045,5.247431512,5.691766444,5.530262171,5.648784318,5.290877994,5.568379564,5.405697026,5.630905896,5.520018786,5.499277573,5.467771023,5.378845185,5.506236711
5.745506266,5.693657004,5.85276544,5.769107354,5.798339854,5.297396139,5.458005269,6.010638426,6.420662105,5.824625817,6.079727115,5.83349253,6.237494503,5.643200191,5.575128049,5.407773532,5.893715317,5.248718121,7.439667182,5.58567796,5.706591884,5.413726418,5.37428347,5.257606965,5.410162317,5.384937744,5.487153807,5.990532878,7.891311029,5.26239482,5.730450301,5.210339376,6.528658516,5.610689433,5.477206173,5.349882203,5.704846795,5.729694695,5.884864311,5.355255237,5.744161096,5.395509116,5.861152927,5.328818158,5.723679782,5.707030519,5.744423771,5.389918839,5.270528942,5.068045192,5.27124077,5.15560515,5.300659326,5.267638042,5.294620749,5.260527425,5.5454912,5.183837419,5.19251692,5.200356825,5.269741973,5.140481335,5.99300584,5.396790736,5.480881949,5.636801503,5.443311916,5.192645134,5.483082799,5.253821396,5.40475465,5.453172503,5.918585879,5.36145642,6.093862889,5.586297578,5.543443297,5.359114898,5.585661437,6.393543707,5.636969666,5.507001733,6.131521579,5.455863096,5.6376598,5.51771505,5.586393065,5.444521969,5.611968476,5.65564549,5.678071905,5.500983972,5.517132362,5.356733307,5.452552607,5.396604781
5.872996644,6.280124128,6.803853422,6.058258205,5.900336271,5.673076107,6.151436409,6.170838099,6.1410605,6.245023857,6.860397644,6.080740976,6.234789085,6.014026865,6.072412699,6.053534085,5.947032034,5.962175776,6.637689344,6.032879691,6.457931985,5.914312956,6.028671418,5.497789905,5.749469867,5.845366899,5.838468708,6.548276785,6.038931894,5.880865898,6.301692484,6.099803569,6.183837246,6.119297328,5.787895262,6.282903724,5.875111209,5.96177867,6.046744582,5.904218408,5.851531647,6.220979266,6.444796068,5.872522968,5.877625847,6.415293075,5.975068155,5.699043855,5.207603953,5.388640015,5.641153045,5.630563161,5.582185947,5.890123402,5.340646737,5.426092385,5.544838533,5.970095874,5.401448548,5.617784467,5.474592546,5.53948066,5.526474895,5.39787717,6.456644539,5.677705349,6.11541302,5.950307674,5.704760314,5.796604729,5.855686548,5.755566505,6.026789195,5.629342157,5.716615066,5.878538784,5.841283336,6.26372909,6.048315601,5.635877388,5.815325666,6.031639175,5.782240779,5.958035405,6.160988229,6.163381287,5.929996814,6.128509445,6.088202586,5.968178403,6.533839819,6.168522617,5.926394278,5.772608112,5.906052877,5.914339638
5.326215285,5.277487857,5.480372107,5.291138785,5.232732599,5.074924162,5.278186106,5.301995237,5.388228297,5.367973249,5.264868467,5.352914447,5.466296086,5.338831696,5.281706286,5.277861475,5.327623792,5.120091816,5.240946587,5.07183166,5.177982824,4.997783799,5.20611223,5.101574297,5.199914869,5.174364033,5.143513301,5.252228891,5.166768729,5.044853193,5.234269601,5.236166865,5.336157341,5.268989018,5.180218105,5.09947238,5.26122835,5.29722443,5.261262289,5.151681066,5.320364169,5.202940003,5.399531842,5.102152877,5.284539398,5.359856441,5.317554433,5.165660757,4.994855009,4.956603365,4.982953084,4.972334873,5.163233862,4.994268784,5.118667888,5.059995017,5.156006634,5.060646038,5.086302499,5.008964791,5.203936702,5.100435093,5.152224404,5.063329663,5.39862719,5.190734966,5.238413567,5.268133769,5.306454157,5.208506607,5.28903098,5.131691162,5.294146494,5.171561226,5.351220549,5.345923382,5.350182061,5.150426905,5.211374128,5.284971871,5.322858496,5.2011381,5.149035071,5.148079246,5.451712372,5.450524762,5.396308782,5.214411558,5.405948254,5.349889342,5.457644955,5.374470001,5.412811066,5.190608435,5.224175156,5.262272427
5.284133245,5.200564381,5.468551296,5.374441502,5.300887379,5.136073681,5.239416376,5.307040892,5.371645913,5.389836864,5.412351425,5.25007977,5.508649738,5.377203558,5.360410435,5.232271182,5.3251879,5.117798036,5.281882522,5.149680176,5.223330564,5.041951423,5.205727521,5.054160973,5.231690383,5.126589843,5.203095508,5.270961471,5.261143738,5.051000795,5.266678585,5.201000841,5.334984378,5.265071226,5.20632565,5.153195853,5.317135193,5.293979572,5.192835511,5.207272299,5.301646838,5.233387966,5.414060676,5.147367139,5.338678251,5.315327958,5.275004228,5.155581911,4.999972507,4.916158986,5.072435216,5.036818824,5.104645515,5.066233375,5.160082881,5.084737583,5.131043605,5.091076002,5.129220823,5.02117968,5.140523454,5.173691293,5.165573927,5.067964681,5.466668777,5.248755854,5.291667251,5.208487586,5.357255512,5.249789052,5.286347837,5.215291883,5.274499936,5.22819504,5.371941318,5.469667909,5.363961264,5.146346854,5.3238952,5.359025131,5.315700041,5.266786311,5.173105733,5.207111995,5.486691291,5.438941257,5.387681886,5.22842997,5.457322464,5.343487975,5.477992383,5.312767669,5.385443877,5.194990348,5.208767875,5.253465564
5.414197209,5.352147654,5.51727027,5.411536586,5.406665414,5.226299843,5.298285036,5.300349043,5.393747476,5.581135753,5.368465186,5.398053285,5.539383686,5.473099453,5.371395838,5.299684867,5.414558084,5.156179228,5.332324652,5.093524798,5.249206884,5.083842579,5.231463825,5.162057743,5.26588312,5.167589667,5.2790561,5.303991002,5.280342773,5.076352712,5.319026221,5.262943813,5.417810821,5.287671842,5.266171928,5.222483381,5.4258999,5.362179947,5.280175064,5.23387117,5.349232099,5.317386777,5.393037104,5.165487162,5.397784766,5.324807392,5.282342963,5.218199954,4.927505092,4.921226264,5.093591014,5.014223833,5.154274187,5.052862769,5.079172845,5.123844799,5.114936957,5.105595237,5.133951893,4.997176718,5.161303966,5.197506867,5.209916816,5.059046524,5.400518644,5.261067746,5.35993611,5.22611663,5.398177413,5.250318436,5.300687119,5.241361749,5.353279586,5.285822513,5.412415368,5.423317544,5.412754767,5.255038921,5.314260683,5.482980542,5.329292882,5.309600863,5.293701249,5.21035955,5.526065268,5.510438107,5.438322545,5.248308087,5.516258155,5.447208341,5.47158191,5.338159296,5.425768781,5.22045065,5.280290285,5.30765317
5.326618976,5.274999979,5.4309977,5.393047847,5.380949669,5.19296355,5.273140841,5.212823927,5.359383173,5.358318664,5.370267012,5.320678838,5.481936386,5.483954541,5.251448042,5.267834233,5.267094957,5.178585968,5.286525649,5.143584257,5.139919776,4.998810555,5.104202806,5.118752407,5.238572623,5.152162127,5.242290163,5.190225039,5.209087386,5.065977344,5.247856556,5.220308083,5.386874358,5.272731784,5.206269002,5.117078849,5.309660241,5.315153627,5.18905127,5.185148201,5.334864697,5.251740423,5.381626847,5.121302633,5.278233131,5.257147072,5.260037652,5.219807728,4.878691158,4.893820729,5.061424738,5.066905732,5.17121238,4.99490061,5.065085471,5.059056161,5.042014122,5.092884812,5.176058899,4.978696907,5.217127373,5.13636033,5.145424327,5.041957582,5.341989914,5.336604307,5.300997554,5.196867354,5.330053696,5.202196761,5.223036172,5.248389234,5.248703086,5.205798184,5.441354313,5.408820686,5.384951016,5.185894415,5.236550251,5.32436825,5.266123646,5.284823119,5.255301501,5.116520879,5.451579704,5.414288763,5.42470382,5.214063648,5.457904997,5.418351761,5.449816278,5.230906179,5.36961556,5.191258316,5.156443773,5.265909515
5.368117286,5.24891335,5.49479629,5.336049636,5.270371205,5.189357474,5.265702835,5.298356884,5.447370704,5.433108483,5.362418562,5.321508351,5.572034215,5.452548115,5.361819427,5.154254011,5.368679275,5.182855978,5.324768653,5.117650873,5.161768823,5.117877807,5.150288246,5.095220231,5.181709926,5.174560968,5.186053136,5.208938877,5.37335646,5.077064158,5.356703732,5.191606207,5.334113107,5.225004423,5.224184083,5.155975195,5.329020067,5.398089602,5.281698983,5.182271189,5.374855391,5.365290376,5.368255629,5.075994173,5.393946455,5.332512865,5.274112722,5.202790248,4.974329625,4.923246391,5.04534137,5.062139952,5.158799642,5.088760955,5.067867162,5.087907251,5.052673614,5.168401718,5.197114092,5.073239891,5.16655624,5.115602076,5.237494316,5.076180354,5.397554354,5.228352452,5.303505293,5.261505782,5.298479339,5.202281869,5.280915287,5.251701245,5.333365994,5.214243107,5.33958026,5.359689039,5.471101595,5.182501783,5.231394532,5.368798957,5.364342948,5.290086146,5.160067213,5.189504323,5.480730528,5.492889706,5.361868213,5.226862582,5.412894403,5.446151652,5.522992255,5.336651259,5.380956058,5.170374562,5.178949418,5.336744543
